,uid,recency,frequency,monetary
3913,VOXLAT0006010732026273857,279,1,188.48
3914,VOXLAT0006010732026273865,157,1,109.95
3915,VOXLAT0006010732026273873,234,1,518.54
3916,VOXLAT0006010732026274178,51,1,276.35
3917,VOXLAT0006010732026274434,244,1,297.61
3918,VOXLAT0006010732026274707,20,1,51.27
3919,VOXLAT0006010732026274723,124,3,475.75
3920,VOXLAT0006010732026275035,215,2,108.8
3921,VOXLAT0006010732026275290,148,1,200.0
3922,VOXLAT0006010732026275589,246,1,48.99
3923,VOXLAT0006010732026275639,177,1,999.0
3924,VOXLAT0006010732026275688,346,1,1068.0
3925,VOXLAT0006010732026275811,96,2,68.53
3926,VOXLAT0006010732026276561,76,6,620.14
3927,VOXLAT0006010732026276702,298,4,307.90000000000003
3928,VOXLAT0006010732026277619,23,1,41.71
3929,VOXLAT0006010732026277866,35,3,307.72
3930,VOXLAT0006010732026278047,153,1,49.9
3931,VOXLAT0006010732026280290,297,1,150.93
3932,VOXLAT0006010732026280753,326,2,100.77000000000001
3933,VOXLAT0006010732026280779,175,3,280.38
3934,VOXLAT0006010732026281025,314,1,33.0
3935,VOXLAT0006010732026281371,236,5,406.64
3936,VOXLAT0006010732026281389,92,2,492.37
3937,VOXLAT0006010732026281710,301,1,259.9
3938,VOXLAT0006010732026282007,112,1,170.0
3939,VOXLAT0006010732026282130,249,1,79.96
3940,VOXLAT0006010732026282247,245,1,59.99
3941,VOXLAT0006010732026282460,176,1,744.26
3942,VOXLAT0006010732026283815,63,1,159.95
3943,VOXLAT0006010732026284375,268,1,17.5
3944,VOXLAT0006010732026284862,266,1,236.11
3945,VOXLAT0006010732026285372,305,1,435.45
3946,VOXLAT0006010732026285687,59,2,658.61
3947,VOXLAT0006010732026285695,348,1,101.65
3948,VOXLAT0006010732026285943,153,1,223.29
3949,VOXLAT0006010732026286115,87,2,923.83
3950,VOXLAT0006010732026287337,26,1,87.7
3951,VOXLAT0006010732026288459,343,1,389.94
3952,VOXLAT0006010732026288772,251,1,89.9
3953,VOXLAT0006010732026288962,306,1,14.99
3954,VOXLAT0006010732026289796,241,1,38.0
3955,VOXLAT0006010732026290331,322,1,37.88
3956,VOXLAT0006010732026291370,248,2,518.3
3957,VOXLAT0006010732026293525,138,2,185.86
3958,VOXLAT0006010732026293947,129,1,53.97
3959,VOXLAT0006010732026294556,34,1,122.0
3960,VOXLAT0006010732026295074,126,15,1062.77
3961,VOXLAT0006010732026295256,323,3,514.0
3962,VOXLAT0006010732026295918,283,1,248.81
3963,VOXLAT0006010732026296098,228,1,159.99
3964,VOXLAT0006010732026296650,122,1,120.89
3965,VOXLAT0006010732026297161,226,4,1018.0500000000001
3966,VOXLAT0006010732026297245,270,1,567.87
3967,VOXLAT0006010732026297880,97,1,84.99
3968,VOXLAT0006010732026298037,221,1,338.95
3969,VOXLAT0006010732026298243,177,2,924.8
3970,VOXLAT0006010732026299225,240,1,288.0
3971,VOXLAT0006010732026299605,128,1,970.92
3972,VOXLAT0006010732026301310,248,1,41.3
3973,VOXLAT0006010732026302201,301,1,9.99
3974,VOXLAT0006010732026302870,152,1,330.0
3975,VOXLAT0006010732026303027,153,3,194.97
3976,VOXLAT0006010732026303605,311,1,68.3
3977,VOXLAT0006010732026305030,163,1,105.54
3978,VOXLAT0006010732026305550,33,1,151.49
3979,VOXLAT0006010732026305642,93,1,350.82
3980,VOXLAT0006010732026305816,182,1,387.81
3981,VOXLAT0006010732026306517,178,1,174.97
3982,VOXLAT0006010732026308398,317,1,31.73
3983,VOXLAT0006010732026309164,221,1,176.95
3984,VOXLAT0006010732026309784,199,2,318.0
3985,VOXLAT0006010732026310113,288,1,21.0
3986,VOXLAT0006010732026310238,261,1,200.0
3987,VOXLAT0006010732026310428,153,2,150.95999999999998
3988,VOXLAT0006010732026311442,110,2,607.92
3989,VOXLAT0006010732026311905,254,1,309.22
3990,VOXLAT0006010732026312259,290,1,6.98
3991,VOXLAT0006010732026312374,199,1,79.2
3992,VOXLAT0006010732026312713,66,1,285.9
3993,VOXLAT0006010732026313224,328,1,358.37
3994,VOXLAT0006010732026314867,203,2,55.99
3995,VOXLAT0006010732026315195,266,8,878.9
3996,VOXLAT0006010732026315211,174,2,1196.25
3997,VOXLAT0006010732026315542,347,1,1015.69
3998,VOXLAT0006010732026315567,288,1,29.7
3999,VOXLAT0006010732026316003,200,1,89.0
4000,VOXLAT0006010732026316102,149,2,575.6
4001,VOXLAT0006010732026316268,287,3,379.98
4002,VOXLAT0006010732026316318,189,1,53.97
4003,VOXLAT0006010732026316342,147,1,109.0
4004,VOXLAT0006010732026316995,18,2,129.79
4005,VOXLAT0006010732026318785,251,1,32.0
4006,VOXLAT0006010732026319056,67,2,45.2
4007,VOXLAT0006010732026319908,162,1,1083.7
4008,VOXLAT0006010732026320690,170,1,155.94
4009,VOXLAT0006010732026321524,60,1,93.71
4010,VOXLAT0006010732026322332,222,1,67.99
4011,VOXLAT0006010732026323082,156,2,336.0
4012,VOXLAT0006010732026323876,152,1,235.45
4013,VOXLAT0006010732026324072,95,1,198.0
4014,VOXLAT0006010732026324122,259,7,651.92
4015,VOXLAT0006010732026324239,225,1,771.1
4016,VOXLAT0006010732026324700,90,1,409.95
4017,VOXLAT0006010732026325467,299,2,89.97999999999999
4018,VOXLAT0006010732026325475,350,1,387.25
4019,VOXLAT0006010732026325699,261,1,115.83
4020,VOXLAT0006010732026325921,142,1,384.61
4021,VOXLAT0006010732026326218,75,1,99.99
4022,VOXLAT0006010732026326689,33,1,59.87
4023,VOXLAT0006010732026327067,233,2,139.9
4024,VOXLAT0006010732026327273,156,1,70.2
4025,VOXLAT0006010732026327851,161,1,109.95
4026,VOXLAT0006010732026328008,323,1,82.93
4027,VOXLAT0006010732026328073,108,1,186.49
4028,VOXLAT0006010732026328222,121,1,32.9
4029,VOXLAT0006010732026328834,206,3,700.0
4030,VOXLAT0006010732026329006,299,1,36.99
4031,VOXLAT0006010732026329048,232,1,200.0
4032,VOXLAT0006010732026329444,31,1,184.1
4033,VOXLAT0006010732026329758,152,2,100.62
4034,VOXLAT0006010732026330384,305,1,199.99
4035,VOXLAT0006010732026330715,191,1,509.41
4036,VOXLAT0006010732026330913,148,1,200.0
4037,VOXLAT0006010732026331127,220,1,93.85
4038,VOXLAT0006010732026331671,215,1,47.99
4039,VOXLAT0006010732026332232,103,1,62.97
4040,VOXLAT0006010732026333172,262,1,95.99
4041,VOXLAT0006010732026333255,232,1,269.0
4042,VOXLAT0006010732026333669,98,1,854.51
4043,VOXLAT0006010732026333982,178,1,200.0
4044,VOXLAT0006010732026335680,320,1,129.99
4045,VOXLAT0006010732026335722,188,1,40.0
4046,VOXLAT0006010732026335797,248,7,143.97
4047,VOXLAT0006010732026335821,143,1,178.5
4048,VOXLAT0006010732026335979,303,1,320.99
4049,VOXLAT0006010732026336126,279,1,310.0
4050,VOXLAT0006010732026337231,290,1,45.57
4051,VOXLAT0006010732026338577,317,1,154.99
4052,VOXLAT0006010732026338940,262,1,109.95
4053,VOXLAT0006010732026339419,268,1,436.04
4054,VOXLAT0006010732026339740,226,1,85.0
4055,VOXLAT0006010732026339880,189,1,30.0
4056,VOXLAT0006010732026340185,297,1,50.0
4057,VOXLAT0006010732026340656,228,2,268.46000000000004
4058,VOXLAT0006010732026341373,229,4,281.43
4059,VOXLAT0006010732026342017,46,1,190.0
4060,VOXLAT0006010732026342322,124,2,270.0
4061,VOXLAT0006010732026342397,140,1,9.99
4062,VOXLAT0006010732026342496,346,1,341.1
4063,VOXLAT0006010732026343262,132,7,424.96999999999997
4064,VOXLAT0006010732026343445,348,1,33.14
4065,VOXLAT0006010732026343452,316,1,58.75
4066,VOXLAT0006010732026343619,199,1,52.99
4067,VOXLAT0006010732026343965,154,3,360.47
4068,VOXLAT0006010732026344914,251,2,1084.8799999999999
4069,VOXLAT0006010732026345549,293,2,240.62
4070,VOXLAT0006010732026345572,181,2,535.48
4071,VOXLAT0006010732026345820,294,1,71.85
4072,VOXLAT0006010732026346737,298,1,19.96
4073,VOXLAT0006010732026347396,243,1,179.99
4074,VOXLAT0006010732026347487,113,3,2533.6499999999996
4075,VOXLAT0006010732026347644,270,3,295.98
4076,VOXLAT0006010732026348360,294,1,291.89
4077,VOXLAT0006010732026348477,211,2,160.97
4078,VOXLAT0006010732026349210,315,1,79.99
4079,VOXLAT0006010732026349889,179,2,149.99
4080,VOXLAT0006010732026350374,191,3,139.95
4081,VOXLAT0006010732026350796,174,1,9.99
4082,VOXLAT0006010732026352172,262,2,29.98
4083,VOXLAT0006010732026352198,41,3,440.34000000000003
4084,VOXLAT0006010732026352545,72,2,759.8499999999999
4085,VOXLAT0006010732026352958,19,1,106.9
4086,VOXLAT0006010732026353535,47,1,296.04
4087,VOXLAT0006010732026354731,53,4,158.26
4088,VOXLAT0006010732026355076,278,1,97.99
4089,VOXLAT0006010732026355100,81,1,189.99
4090,VOXLAT0006010732026355340,258,1,296.8
4091,VOXLAT0006010732026355936,101,1,319.9
4092,VOXLAT0006010732026355993,330,1,120.06
4093,VOXLAT0006010732026356124,308,1,99.99
4094,VOXLAT0006010732026356371,280,6,508.83
4095,VOXLAT0006010732026356470,36,1,89.02
4096,VOXLAT0006010732026356694,14,1,22.2
4097,VOXLAT0006010732026356934,169,1,394.0
4098,VOXLAT0006010732026357130,185,1,875.76
4099,VOXLAT0006010732026357841,263,1,20.0
4100,VOXLAT0006010732026357981,242,1,216.0
4101,VOXLAT0006010732026358484,274,1,219.85
4102,VOXLAT0006010732026359235,290,8,597.92
4103,VOXLAT0006010732026359391,152,1,54.9
4104,VOXLAT0006010732026360605,198,1,129.9
4105,VOXLAT0006010732026361025,297,3,147.95
4106,VOXLAT0006010732026361181,178,1,156.88
4107,VOXLAT0006010732026361371,204,2,138.99
4108,VOXLAT0006010732026361819,169,1,34.99
4109,VOXLAT0006010732026362007,60,1,21.99
4110,VOXLAT0006010732026362023,156,1,68.0
4111,VOXLAT0006010732026363187,329,1,302.88
4112,VOXLAT0006010732026363351,159,4,488.36
4113,VOXLAT0006010732026363898,322,1,68.99
4114,VOXLAT0006010732026363963,304,1,54.13
4115,VOXLAT0006010732026364995,50,1,460.73
4116,VOXLAT0006010732026365083,303,1,74.61
4117,VOXLAT0006010732026365141,325,2,109.82
4118,VOXLAT0006010732026365661,351,1,78.99
4119,VOXLAT0006010732026365950,66,2,129.96
4120,VOXLAT0006010732026366180,114,1,379.95
4121,VOXLAT0006010732026366438,216,2,326.92
4122,VOXLAT0006010732026368871,144,1,251.9
4123,VOXLAT0006010732026369374,122,4,2109.9700000000003
4124,VOXLAT0006010732026369432,318,2,299.98
4125,VOXLAT0006010732026369630,176,1,98.95
4126,VOXLAT0006010732026369762,245,1,41.9
4127,VOXLAT0006010732026370059,345,1,34.8
4128,VOXLAT0006010732026371123,193,2,158.18
4129,VOXLAT0006010732026371230,112,1,295.0
4130,VOXLAT0006010732026372709,322,1,33.59
4131,VOXLAT0006010732026372980,269,3,30.5
4132,VOXLAT0006010732026373558,281,1,59.96
4133,VOXLAT0006010732026373640,182,1,95.0
4134,VOXLAT0006010732026373996,321,1,45.96
4135,VOXLAT0006010732026374507,303,1,21.99
4136,VOXLAT0006010732026375207,312,1,179.99
4137,VOXLAT0006010732026375702,10,7,657.78
4138,VOXLAT0006010732026375983,171,5,317.95
4139,VOXLAT0006010732026376445,135,1,155.98
4140,VOXLAT0006010732026376494,318,1,369.98
4141,VOXLAT0006010732026376544,214,18,431.59
4142,VOXLAT0006010732026377393,19,1,290.0
4143,VOXLAT0006010732026378102,316,1,310.0
4144,VOXLAT0006010732026378623,205,1,31.47
4145,VOXLAT0006010732026379126,156,1,254.79
4146,VOXLAT0006010732026380587,333,2,112.99
4147,VOXLAT0006010732026381395,211,1,190.0
4148,VOXLAT0006010732026381650,222,4,122.06
4149,VOXLAT0006010732026381973,81,1,124.75
4150,VOXLAT0006010732026382153,266,1,222.85
4151,VOXLAT0006010732026382328,106,1,200.0
4152,VOXLAT0006010732026382443,265,1,1129.95
4153,VOXLAT0006010732026382617,81,1,89.95
4154,VOXLAT0006010732026382872,83,2,173.58
4155,VOXLAT0006010732026382914,254,2,516.91
4156,VOXLAT0006010732026384142,338,2,54.67
4157,VOXLAT0006010732026385149,231,1,144.8
4158,VOXLAT0006010732026385628,323,1,160.0
4159,VOXLAT0006010732026385891,101,1,212.94
4160,VOXLAT0006010732026385958,299,1,60.86
4161,VOXLAT0006010732026386048,338,2,92.78999999999999
4162,VOXLAT0006010732026386220,59,1,137.6
4163,VOXLAT0006010732026387236,37,1,118.0
4164,VOXLAT0006010732026387426,236,1,33.29
4165,VOXLAT0006010732026387616,33,3,236.77
4166,VOXLAT0006010732026387723,254,1,286.91
4167,VOXLAT0006010732026387954,102,1,263.65
4168,VOXLAT0006010732026388101,288,1,291.0
4169,VOXLAT0006010732026388127,298,1,61.8
4170,VOXLAT0006010732026388382,257,2,2991.8900000000003
4171,VOXLAT0006010732026388960,202,1,209.99
4172,VOXLAT0006010732026389075,269,1,229.9
4173,VOXLAT0006010732026389364,297,3,68.7
4174,VOXLAT0006010732026390016,338,1,220.0
4175,VOXLAT0006010732026390834,334,1,35.5
4176,VOXLAT0006010732026391063,37,1,122.96
4177,VOXLAT0006010732026391105,75,1,189.94
4178,VOXLAT0006010732026391881,130,1,84.98
4179,VOXLAT0006010732026392111,202,2,164.98
4180,VOXLAT0006010732026392590,270,1,149.95
4181,VOXLAT0006010732026392764,323,1,199.2
4182,VOXLAT0006010732026392772,136,1,3.0
4183,VOXLAT0006010732026392822,321,1,89.95
4184,VOXLAT0006010732026393143,49,4,975.35
4185,VOXLAT0006010732026393200,25,1,300.66
4186,VOXLAT0006010732026393366,234,9,331.5
4187,VOXLAT0006010732026393697,102,1,97.02
4188,VOXLAT0006010732026393978,219,1,90.0
4189,VOXLAT0006010732026394216,115,1,111.81
4190,VOXLAT0006010732026394224,217,1,9.99
4191,VOXLAT0006010732026394778,299,2,76.97
4192,VOXLAT0006010732026395247,43,1,270.0
4193,VOXLAT0006010732026396203,129,1,449.0
4194,VOXLAT0006010732026397524,168,2,918.49
4195,VOXLAT0006010732026397656,29,1,163.61
4196,VOXLAT0006010732026398050,190,1,462.44
4197,VOXLAT0006010732026399983,107,4,200.67000000000002
4198,VOXLAT0006010732026400344,25,1,153.61
4199,VOXLAT0006010732026401201,79,5,1465.72
4200,VOXLAT0006010732026401300,8,1,180.44
4201,VOXLAT0006010732026403942,24,2,476.23
4202,VOXLAT0006010732026404403,137,1,730.0
4203,VOXLAT0006010732026404783,18,3,332.57
4204,VOXLAT0006010732026408271,212,1,116.9
4205,VOXLAT0006010732026408495,77,1,451.96
4206,VOXLAT0006010732026409303,89,1,215.53
4207,VOXLAT0006010732026409956,206,1,165.0
4208,VOXLAT0006010732026410160,95,2,393.33000000000004
4209,VOXLAT0006010732026410434,208,2,139.98
4210,VOXLAT0006010732026410699,120,2,185.78
4211,VOXLAT0006010732026410756,26,1,168.89
4212,VOXLAT0006010732026411184,210,1,97.99
4213,VOXLAT0006010732026413354,230,1,79.18
4214,VOXLAT0006010732026414055,191,1,382.33
4215,VOXLAT0006010732026414899,173,2,610.0
4216,VOXLAT0006010732026415045,79,2,556.25
4217,VOXLAT0006010732026415243,97,1,63.49
4218,VOXLAT0006010732026415623,86,1,210.16
4219,VOXLAT0006010732026416530,20,1,200.0
4220,VOXLAT0006010732026417587,112,1,9.99
4221,VOXLAT0006010732026417819,129,1,44.99
4222,VOXLAT0006010732026418312,28,1,215.82
4223,VOXLAT0006010732026418411,109,2,269.12
4224,VOXLAT0006010732026418486,150,2,423.06
4225,VOXLAT0006010732026418858,102,1,324.08
4226,VOXLAT0006010732026419443,187,1,134.95
4227,VOXLAT0006010732026420417,152,1,56.99
4228,VOXLAT0006010732026420490,81,1,134.99
4229,VOXLAT0006010732026420730,40,1,133.32
4230,VOXLAT0006010732026421282,226,1,114.97
4231,VOXLAT0006010732026422306,9,4,355.62
4232,VOXLAT0006010732026423791,70,2,186.98000000000002
4233,VOXLAT0006010732026423908,225,1,339.98
4234,VOXLAT0006010732026425473,97,3,2076.82
4235,VOXLAT0006010732026425531,100,1,159.95
4236,VOXLAT0006010732026426323,94,1,216.54
4237,VOXLAT0006010732026426372,48,1,15.56
4238,VOXLAT0006010732026426786,191,1,155.44
4239,VOXLAT0006010732026427313,182,2,93.98
4240,VOXLAT0006010732026427792,180,1,147.86
4241,VOXLAT0006010732026428063,160,1,9.99
4242,VOXLAT0006010732026428071,103,1,243.89
4243,VOXLAT0006010732026428675,125,2,40.949999999999996
4244,VOXLAT0006010732026430820,191,2,188.14
4245,VOXLAT0006010732026430994,173,1,470.46
4246,VOXLAT0006010732026431281,16,1,70.67
4247,VOXLAT0006010732026432461,146,1,151.2
4248,VOXLAT0006010732026433998,212,1,305.98
4249,VOXLAT0006010732026435613,64,1,85.88
4250,VOXLAT0006010732026436496,142,1,49.98
4251,VOXLAT0006010732026436751,13,1,101.57
4252,VOXLAT0006010732026437403,11,1,63.89
4253,VOXLAT0006010732026437411,69,15,1380.77
4254,VOXLAT0006010732026438179,98,1,41.99
4255,VOXLAT0006010732026439649,166,1,91.67
4256,VOXLAT0006010732026440514,117,1,259.0
4257,VOXLAT0006010732026442494,94,2,91.48
4258,VOXLAT0006010732026442643,102,1,574.8
4259,VOXLAT0006010732026442692,196,1,275.5
4260,VOXLAT0006010732026442783,96,1,171.0
4261,VOXLAT0006010732026443849,165,1,62.97
4262,VOXLAT0006010732026443930,153,1,337.79
4263,VOXLAT0006010732026444201,196,1,42.42
4264,VOXLAT0006010732026445323,213,1,99.98
4265,VOXLAT0006010732026445422,196,3,259.98
4266,VOXLAT0006010732026446339,176,1,151.88
4267,VOXLAT0006010732026448947,175,2,465.47
4268,VOXLAT0006010732026451073,62,1,134.95
4269,VOXLAT0006010732026454747,108,1,351.92
4270,VOXLAT0006010732026455199,108,2,604.0
4271,VOXLAT0006010732026455660,165,1,295.14
4272,VOXLAT0006010732026455793,131,3,176.15
4273,VOXLAT0006010732026456767,183,1,62.91
4274,VOXLAT0006010732026458375,189,1,304.94
4275,VOXLAT0006010732026459829,142,1,12.0
4276,VOXLAT0006010732026460058,178,1,199.98
4277,VOXLAT0006010732026463367,169,1,337.42
4278,VOXLAT0006010732026463953,221,1,1214.97
4279,VOXLAT0006010732026465537,196,3,92.46
4280,VOXLAT0006010732026466303,190,2,507.03
4281,VOXLAT0006010732026466311,84,2,348.34
4282,VOXLAT0006010732026466808,167,1,124.0
4283,VOXLAT0006010732026467871,228,1,317.35
4284,VOXLAT0006010732026467897,211,1,200.0
4285,VOXLAT0006010732026468002,106,1,140.18
4286,VOXLAT0006010732026468028,199,1,112.5
4287,VOXLAT0006010732026468424,66,1,164.99
4288,VOXLAT0006010732026469950,182,1,437.9
4289,VOXLAT0006010732026470792,226,1,61.0
4290,VOXLAT0006010732026471386,71,1,229.83
4291,VOXLAT0006010732026471691,186,1,259.9
4292,VOXLAT0006010732026473390,86,1,168.0
4293,VOXLAT0006010732026473416,188,1,780.26
4294,VOXLAT0006010732026474521,219,1,97.94
4295,VOXLAT0006010732026478563,77,1,87.96
4296,VOXLAT0006010732026478746,133,1,119.99
4297,VOXLAT0006010732026479439,191,1,115.47
4298,VOXLAT0006010732026479561,99,1,49.4
4299,VOXLAT0006010732026480478,220,1,264.94
4300,VOXLAT0006010732026480676,149,1,340.0
4301,VOXLAT0006010732026481781,92,1,312.0
4302,VOXLAT0006010732026482128,104,1,229.99
4303,VOXLAT0006010732026482623,228,1,346.2
4304,VOXLAT0006010732026485410,210,1,72.99
4305,VOXLAT0006010732026485444,103,1,527.22
4306,VOXLAT0006010732026485931,15,5,281.81
4307,VOXLAT0006010732026486608,10,2,133.03
4308,VOXLAT0006010732026487275,11,3,114.15
4309,VOXLAT0006010732026487465,72,1,161.99
4310,VOXLAT0006010732026487697,147,3,349.96999999999997
4311,VOXLAT0006010732026488489,162,1,226.19
4312,VOXLAT0006010732026488679,53,4,267.46999999999997
4313,VOXLAT0006010732026489792,117,1,353.49
4314,VOXLAT0006010732026490311,89,2,698.89
4315,VOXLAT0006010732026491087,61,1,70.2
4316,VOXLAT0006010732026491202,59,2,75.69
4317,VOXLAT0006010732026491913,34,1,64.68
4318,VOXLAT0006010732026492507,78,2,158.47
4319,VOXLAT0006010732026493141,146,1,140.0
4320,VOXLAT0006010732026493315,95,1,51.98
4321,VOXLAT0006010732026493448,86,1,159.99
4322,VOXLAT0006010732026493844,102,1,69.98
4323,VOXLAT0006010732026494131,100,1,126.0
4324,VOXLAT0006010732026494149,40,1,296.98
4325,VOXLAT0006010732026494578,33,1,206.18
4326,VOXLAT0006010732026494677,35,1,200.0
4327,VOXLAT0006010732026494701,93,1,279.95
4328,VOXLAT0006010732026495187,188,1,259.8
4329,VOXLAT0006010732026495724,69,2,180.95
4330,VOXLAT0006010732026495922,186,1,262.16
4331,VOXLAT0006010732026496086,179,1,185.4
4332,VOXLAT0006010732026497175,191,1,307.45
4333,VOXLAT0006010732026497266,204,1,419.85
4334,VOXLAT0006010732026497357,95,1,159.66
4335,VOXLAT0006010732026497498,82,1,289.05
4336,VOXLAT0006010732026497977,16,2,222.09
4337,VOXLAT0006010732026498033,180,1,262.76
4338,VOXLAT0006010732026498132,10,2,92.14
4339,VOXLAT0006010732026498710,204,1,119.97
4340,VOXLAT0006010732026498736,178,1,270.0
4341,VOXLAT0006010732026500317,185,1,86.97
4342,VOXLAT0006010732026500614,199,1,154.96
4343,VOXLAT0006010732026501281,95,5,2184.9
4344,VOXLAT0006010732026502339,172,1,109.99
4345,VOXLAT0006010732026503212,104,1,335.13
4346,VOXLAT0006010732026503337,101,1,309.85
4347,VOXLAT0006010732026504756,149,1,179.99
4348,VOXLAT0006010732026505506,18,1,118.87
4349,VOXLAT0006010732026505613,108,1,140.17
4350,VOXLAT0006010732026505704,96,1,96.32
4351,VOXLAT0006010732026505860,70,2,117.38
4352,VOXLAT0006010732026506371,94,1,387.0
4353,VOXLAT0006010732026507106,59,1,45.66
4354,VOXLAT0006010732026507510,77,1,26.98
4355,VOXLAT0006010732026509615,163,1,269.4
4356,VOXLAT0006010732026510308,86,1,349.12
4357,VOXLAT0006010732026510365,169,1,94.84
4358,VOXLAT0006010732026510522,158,1,96.95
4359,VOXLAT0006010732026510613,31,1,285.46
4360,VOXLAT0006010732026512049,42,6,3086.11
4361,VOXLAT0006010732026512437,117,2,226.07999999999998
4362,VOXLAT0006010732026513161,97,1,251.18
4363,VOXLAT0006010732026513757,25,1,142.92
4364,VOXLAT0006010732026514268,69,1,75.19
4365,VOXLAT0006010732026517741,170,1,32.97
4366,VOXLAT0006010732026517899,122,3,244.9
4367,VOXLAT0006010732026518665,111,1,242.7
4368,VOXLAT0006010732026518939,153,1,9.99
4369,VOXLAT0006010732026519341,168,1,141.99
4370,VOXLAT0006010732026519499,91,5,200.24
4371,VOXLAT0006010732026519960,40,2,204.64
4372,VOXLAT0006010732026520398,124,2,177.49
4373,VOXLAT0006010732026523723,125,1,64.85
4374,VOXLAT0006010732026523970,174,1,109.95
4375,VOXLAT0006010732026524010,139,2,1903.83
4376,VOXLAT0006010732026524176,20,2,651.88
4377,VOXLAT0006010732026526882,93,1,13.99
4378,VOXLAT0006010732026527104,126,4,393.96
4379,VOXLAT0006010732026529605,102,1,249.9
4380,VOXLAT0006010732026529712,157,2,205.93
4381,VOXLAT0006010732026530405,152,1,310.0
4382,VOXLAT0006010732026532393,15,2,174.01
4383,VOXLAT0006010732026536089,111,1,972.06
4384,VOXLAT0006010732026536451,70,1,14.99
4385,VOXLAT0006010732026537574,95,1,42.27
4386,VOXLAT0006010732026537632,93,1,393.54
4387,VOXLAT0006010732026538861,78,3,243.34
